id	text	label
18	দূরু মিয়া রানের পাহাড় দিবো।	Negative
19	জেসন গিলেস্পিকে ডাইন দ্যা উইওকেটেএসে যেবাভে দিলেন'না ভাই,।	Positive
20	গাঞ্জা একটু বেশি খাইছে	Negative
21	রাহুল কে আমরা কোছ হিসেবে দেখতে চাই বাংলাদেশের।	Positive
22	খেলার ফলাফল কি	Neutral
23	সিলেক্টররা অনেক দিন ধরেই বাজে ভাবে সিলেকশন করছে।	Negative
24	এরাই বাংলাদেশ প্লেয়ার Triseries ফাইনালে এর 50 ওভারে ওভার প্রতি 3 3.50 রেটে রান করে অলআউট হয় আর 90 অভারের খেলায় ওভার প্রতি 4 করে অলআউট হয়!	Negative
25	"সাব্বিরকে"" কেনো ২য় টেস্টে হুট করে নেয়া হলো?"	Negative
26	তামিম খেললে বেশ...না খেললে সব শেষ। আজ তার জলন্ত প্রমাণ।	Negative
27	যে ভোদাই মমিনুল রে নিয়া হাথুরুকে প্রশ্ন করছে সে একটা খাটি চোদনা	Negative
28	বিকেএসপিতে বৈশাক মাস চলছে নাকি।	Negative
29	লিটনের ব্যাট হাসবে।তবে একটু সময়ের অপেক্ষা।	Positive
30	ব্যাখ্যারর মায়রে ইন্ডিয়া	Negative
31	আর অনেক আগেই রাজ্জাক কে দলে নেওয়া প্রয়োজন ছিলো, তাহলে আর ভালো করতো বাংলাদেশ।	Positive
32	আব্দুল রাজ্জাক কে অবশ্যই সুজুগ দেয়া উচিৎ।	Negative
33	এক ম্যাচ ভালো খেললেই দশ ম্যাচ খারাপ খেলা খেলয়ারকে নিয়ে হইচই করার কিছুই নেই	Negative
34	বাস্তবতা হলো আজকে বাংলাদেশের পারফরমেন্সটা ঠিক না হলো বাংলাদেশ হারতো।	Neutral
35	গতিদানব তো আছেই, ব্যাটিং কোচের কি দরকার?....	Negative
36	আরো আগে রাজ্জাকের প্রত্যাবর্তন করা দরকার ছিল	Positive
37	দশটা হেরে একটা জিতলে ত বাড়ি-গাড়ি সব পায়	Negative
38	মিমি'র রান আউট দেখে মনে হইছে সকালের ঘুমের অলসতা এখনো কাটেনি তার।	Negative
39	এখন ওরা আফগানিস্থানের সাথে খেললে ও এমনই রিজাল্ট আসবে কারন ওরা কাঁপুনি রোগ ভাল হতে আগে!	Negative
40	তারা এক একজন বড় মাপের পাকনা পাশাপাশি পাওয়ার লেস।	Negative
41	দেখ পোলাপাইনরা হাতুড়িরে আর খেপাইস না নাইলে কিন্তু টি20 হারমু	Negative
42	বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে।	Neutral
43	এত যখন ক্রিকেট টা বুঝিস, তুই করে দেখা...যত্তসব আবাল কোনহানকার...	Negative
44	খুব বেশি না ১৫০ রানে হারবে	Negative
45	১৩০ রান করে অল আউট হবে ১০০% শিওর.	Negative
46	মিরাজ থেকে আফিফ এর কোয়ালিটি অনেক ভালো	Positive
47	বাংলাদেশ এমন বয় পাচ্ছে কেন, আমি কিচু বুঝিনা	Negative
48	রাজ্জাটেস্ট ম্যাচ এ সব পুলাপাইন দিয়া কাজ হয়না . অভিজ্ঞ ২/৩ জন লাগে	Neutral
49	এত নাটক না করে খেলাটা কাল একটু রাত হলেও খেলে ফেল্লেই হত না?	Neutral
50	ফরমেট অনুযায়ি যোগ্য প্লেয়ারদের নির্দিষ্ট ফরমেটে খেলানো।	Positive
51	পিচ,উইকেট,মাঠ এগুলার দোষ দিয়ে লাভ নেই।টিম সিলেকশনই তো বাজে।	Negative
52	টেস্টের ফলাফল যাই হোক পিচের দোষ দেয়া অজুহাত ছাড়া কিছুই না	Negative
53	শুভ কামনা আফিফ।	Positive
54	আশরাফুল কি নামের জোড়ে আসবে এখন তার ত এখনও ব্যাটিং রিদম ফিরে পায়নাই	Neutral
55	পেশাদার ক্রিকেটে অজুহাত খুজবেন না,সেটা ব্যাটিং উইকেট হোক বা স্পিন উইকেট।	Negative
56	২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা	Neutral
57	তামিম জিতলে জিতে তার মা।	Neutral
58	মাহমুদুল্লাহ হচ্ছে বাংলাদেশ ক্রিকেটের মীরজাফর।	Negative
59	আসলে রাজ্জাক অসাধারণ ক্রিকেটার। শুভ কামনা রইল	Positive
60	যদি মাথা ঠান্ডা রেখে ব‍্যাটিং করে তাহলে কিছুটা সম্ভাবনা আছে।	Neutral
61	আজকে শাকিব এবং খালেদ আহমেদ সেন্চুরি মারবে!	Negative
62	গতকালও ইন্ডিয়া টেস্টে ১৮৭ তে অলআউট!	Neutral
63	এইদেশের ক্রীড়া রিপোর্টাররা যে কবে ম্যাচিউরড হবে!!	Negative
64	এই পিচেও ভাল খেলা যায় যার প্রমান রোশন সিলভা দুই ইনিংসেই ফিফটি দাতে দাত লাগিয়ে ফাইট করে গেছেন	Negative
65	স্যালুট দ্রাবিড় ।একজন পারফেক্ট জেন্টেলম্যান ।	Positive
66	হার্দিক পান্ডিয়ার মত ধুমধারাক্কা অলরাউন্ডার দের জন্ম বাংলাদেশে অহরহ কিন্তু,দাদা রাজনীতি আর,অস্বচ্ছতার বলি আমরা।.	Negative
67	এই খালেদ আহমেদ কি ফরেইন কোন খেলোয়াড় ? নাকি সালমান এফ রহমানের কেউ?	Negative
68	বিশ্বের শক্তিশালি ব্যাটিং বোলিং লাইনআপের কাছে দুই ম্যাচ শোচনীয় ভাবে হারল স্বাগতিক দক্ষিন	Positive
69	মুমিনুলকে ওয়ানডে না খেলানোর কোন কজ তো দেখি না	Negative
70	মুসফিক এখন রিভারসুইপ খেলে!	Negative
71	উপরওয়ালার কাছে দোয়া করি যেন বাংলাদেশ ক্রিকেটের উন্নতি হয়	Negative
72	হাতুরু একজন প্রফেশনাল কোচ।	Positive
73	খেলোয়াড় নির্বাচন অথবা কাউকে বাদ দেবার আগে তিনি ভাবাবেগে আপ্লুত হতেন না।	Positive
74	আমার মতে আব্দুর রাজ্জাক ফিরতে পারলে যত টুকু দল উপকৃত হবে।তার থেকে ও বেশি উপকৃত ফলাফল আশা করা যায়	Positive
75	দেখ তোমার সাথে আমি জগড়া করতে আসিনাই! আমার যা জানার তা আমি জানি তুমি মনেহয় একটু বেসি জান!।	Negative
76	বাতিল সাব্বির পরের টেস্টেই ফিরলেন।	Negative
77	শ্রীলংকার স্পিন আক্রমণ বাংলাদেশের চেয়ে অনেক অনেক ভাল।	Positive
78	ছাব্বির তো মনে হয় গুণ্ডামি করতে মাঠে নামে। তারপর চোখে সরষে ফুল দেখে নিজেই অক্কা পায়।	Negative
79	বালের। টোউগার	Negative
80	শ্রীলংকা 2ন্ড ইনিংস এ 150 রান এর টার্গেট দিলে ও দেখবো কি করে করতে পারো !!	Negative
81	আবাহনীর ম্যাচ খেলতে মোসাদ্দেক কে বাদ দিয়ে সাব্বিরকে খেলালো।	Negative
82	গতকাল খেলা দেখে যা বুঝলাম জিম্বাবুয়ে খেলোয়াড়রা বাংলাদেশের সব বলারদের প্রত্যেকটি বলকে গুরুত আকারে দেখছে।	Negative
83	ম্যাচ জেতার জন্য যথেষ্ট ভালো স্কোর।	Positive
84	যে ঝলকে ইংল্যান্ড অষ্টোলিয়ার মত দলকে মাঝমাঝে হারিয়ে টেষ্টেও আমরা এগিয়ে যাচ্ছি বলে গলাবাজি করব।	Negative
85	টি টুয়েন্টিতেও বাঁশ খাবে! দিন শেষে হাতুরের জয়! দলের কোচ হয়েই তিনটা ট্রফি!আর কি চাই!!	Negative
86	পিচে টারন আছে। খেলা ৪ দিনে শেষ হবে।	Neutral
87	মিরপুরের মাঠ থেকে আমাদের উঠান অনেক ভালো আর সাব্বির এর কথা কি বলব আর বিসিবির ফাইজলামি দেখে আমি চুদনা হয়ে গেলাম।	Negative
88	ক্রিকেট অভিজাত ভদ্রলোকের খেলা।	Neutral
89	অপর দিকে ভারতের বোলার ভুবনেশ্বর এর টেষ্ট ব্যাটিং গড় ২২...	Neutral
90	আগে কুত্তাটাকে নির্বাচক থেকে অপসারণ করতে হবে।একটা ছাগলের বাচ্চা। এইসবকে কি করে নির্বাচক করে বুঝি না	Negative
91	রাজ্জাক ভাই আসাতে দলটা আরো মুজবুত হল। আমি তার কাছে আশা বাদি ভাল খেলার	Neutral
92	কি সুন্দর যুক্তি বাহ অসাধারণ	Negative
93	সবাইকে দায়িত্ব নিতে হবে । আর ভালো খেলতে হবে । খেলায় হার জিত আছে কিন্তু তার মধ্যে খারাপ খেলা চলবে না	Positive
94	মোসাদ্দেক সাব্বির থেকে ১ হজার গুন ভাল অপশন।	Negative
95	আজকের আফগানদের ম্যাচটা দেখা উচিত।দেখেন কি ভাবে শেষ 10 অভারে 122 রান করল।	Negative
96	আ. রাজ্জাকদের মত এমন ভালো প্লেয়ার এভাবেই অবহেলায় হারিয়ে যায়, আর এই অবহেলিত আ. রাজ্জাক তা বিছিবি নির্বাচকদের লজ্জায় ডুবিয়ে দেখিয়ে দিল।	Negative
97	শ্রীলঙ্কা	Neutral
98	মিনহাজুর আবেদিন পুরাই আবাল একখান! হালার পু হালা পাগল হইছে. তাই সাব্বির কে দিয়ে টেস্টেই টেষ্ট করতিছে...	Negative
99	কোহিলিটাও হয়েছে সেরকম ,,,, heater দেরকে খবর দেখার সুযোগ পর্যন্ত দিচ্ছে না একের পর এক century মেরেই যাচ্ছে ,	Neutral
100	বুঝলাম না টিম ম্যানেজমেন্ট এতো বড়ো ভুল কিভাবে করলো কাক্কুদের না নামিয়ে	Negative
101	বাংলাদেশি প্লেয়ার গুলারে মনে হয় সকাল বেলা নাস্তার সাথে জোলাব মিশায় খাওয়ায় দিসিলো!	Negative
102	ভাল খবর।কিন্তু পরে অাবার যেন হেরাথে দিশেহারা না হয় বাঘেরা!!!	Negative
103	তামিম মাগির পোলা সব গুরুত্বপূর্ণ ম্যাচে ফ্লপ!	Negative
104	বিশ্বের শক্তিশালি ব্যাটিং বোলিং লাইনআপের কাছে দুই ম্যাচ শোচনীয় ভাবে হারল স্বাগতিক দক্ষিন	Negative
105	এটা এখন ব্যাটিং পিচ	Neutral
106	হালকা মুতার জন্য গেসিলাম।	Negative
107	বিপিএল হবে অথচ নাটক হবেনা, সেটা কি করে হয়?	Negative
108	এক ম্যাচ ভালো খেললে, পরের ম্যাচ খারাপ খেলবে এটাই স্বাভাবিক।এটাই বাংঙ্গালী পেলেয়ারদের ধরন।	Negative
109	কত করছে বিডি	Neutral
110	গাজাঁখোর নির্বাচক কমিটি বলেই এমন অবস্থা ।	Negative
111	প্রথম আলোয় কোন কমেন্ট তাদের বিপক্ষে গেলে জাত যায়।	Negative
112	৭জন বেটিং ছাড়া কোন ভাবেই ঠিক হবেনা কারন শ্রীলংকা উপমহাদেশের বাইরের দল না,শ্রীলংকান কন্ডিশন অার বাংলাদেশেরর কন্ডিশন প্রায় একি।	Neutral
113	এই ঝড়ে, কারো তো শরীরও ভিজল না, এই সব ঝড়, তুফানে কোন লাভ নেই, আগের গুলো বলবো না শ্রীলংকা	Negative
114	শুনেছি রংপুরের থিম নাকি জয়ের লড়াই	Neutral
115	উইকেটে উইকেটে ব্যবধান আছে।	Negative
116	এই কেকের কিছু অংশ ঐসব মুমিনুল,লিটন দাশ হের্টারদের দান করে দিন।	Negative
117	শুভ কামনা রইলো প্রিয় দল বাংলাদেশ এর জন্য ।	Positive
118	আমার তো মনে হয় সুযোগ পেলে নান্নু কাক্কু নিজেই ম্ঠে নামতেন	Negative
119	বাংলাদ‌েশ ন‌িজেদ‌ের পাতা ফাদ‌েঁ ন‌িজেরাই পড়‌েছে।	Negative
120	শ্রীলংকান আরেক গাদ্দার কিউরেটর, পীচ নিয়ে ও আমাদের সাথে ষড়যন্ত্র করেছে।	Negative
121	ধারাবাহিকভাবে ভালো খেলাই একজন ভালো খেলোয়ারের বৈশিষ্ট্য হওয়া উচিত...	Neutral
122	মন্তব্য কি করমু রাজ্জাক মিরপুরের মাঠে এ পর্যন্ত চারটারে কুপাইছে।	Positive
123	কাল টাইগারেরা গুরে দাড়াবে ইনশাল্লাহ	Positive
124	এই টেস্টে পারফরমেন্স এর বিচারে শ্রীলংকা অনেক এগিয়ে আছে বাংলাদেশ থেকে!	Negative
125	টেষ্ট ক্রিকেটে রান আউট খুবই দুঃখজনক।	Negative
126	আমরা হারি,কিন্তু হারার কারন খুজি না।	Negative
127	আজকে হাতুরী পিটা করছে শ্রীলঙ্কাকে	Negative
128	ম্যাক্সওয়েল মানেই ক্রিকেট বিনোদন	Positive
129	রশিদ খানের উইকেট সংখ্যা কিন্তু জানতে পারলাম না	Neutral
130	পীরবাবা ম্যাছ টেস্ট খেলতে চেয়েছিলো, কিন্তু যেকোনো কারণেই হোক তার সমকামী প্রেমিকা পাপন তাকে টেস্ট দলে নেয়নি	Negative
131	অবশেষে মনের মতো একটা আর্টিকেল লিখলো 'প্রথম আলো'।	Negative
132	আমি শ্রী লংকার উইকেট পড়া দেখে বলেছিলাম , ওদের যদি এই হাল হয় তবে টাইগারদের কি হবে আল্লাহ জানে।	Negative
133	বাংলাদেশে কেন রিস্ট স্পিনার আসতেছেনা আর আফতাবের চোখে কোনও প্রতিভা আছে কি যে ভবিৎষতে সম্ভাবনাময়	Positive
134	মুশফিক ভাই অনডাউনে যদি 50+ করে তবে ম্যাচের মোড় ঘুরে যাবে	Positive
135	স্পিনারের সামনে নই রাজ্জাকের সামনে ধরাশায়ী র্রীলংকা	Positive
136	চলিতেছে সার্কাস	Negative
137	আইপিএলে অনেক বেশি টাকায় যে প্লেয়াররা খেলে এই প্লেয়াররাই তো অনেক কম টাকায় বিপিএলে খেলে।	Neutral
138	টি২০ প্রস্তুতির জন্য নাকি তাকে এই টেস্ট খেলান হইছে।	Negative
139	নবাগত প্লেয়ার হয়েও চাপের মুখে দলের বিপদে চমৎকার একটি ৯৪ রানের ইনিংস খেলেছেন লিটন	Positive
140	আমি অনেকবার বলেছি আমাদের টিমে মনোসংযোগ নিয়ে কাজ করার জন্য কাউকে নিয়োগ এখন সময়ের দা	Negative
141	বাংলাদেশকে আরও শক্তিশালী দল হতে হলে আফিফকে সাকিবের চাইতেও ভালো হতে হবে।	Positive
142	বলের গতিকে দেখছে রানের গতিকে নয়	Negative
143	আশা করছি ম্যাশকে সাদা পোশাকে দেখব।	Positive
144	বাংলাদেশ দলের কিছু প্লেয়ার খারাপ হয়ে যাওয়ার কারন তাদের নিয়ে অতিরিক্ত আলোচনা	Negative
145	ভুলে ভরা বিডি ঐিকেট টিম !	Negative
146	লালা এই দেশের ক্রিকেটকে অনেক দিয়েছে, লীগে টানা পারফর্ম করতেছিল, দলে চান্স পাওয়াটাই পাওনা ছিল।	Positive
147	এত অলস মিমি আগে কখনো দেখিনি	Negative
148	বাংলাদেশ উপেক্ষা করেনি, করেছে হাতুরাসিংহে।	Negative
149	ফিরেই চমক দেখালেন রাজ্জাক	Positive
150	ভীষণ ভাল লাগছে, আব্দুর রাজ্জাক কে আবার দলে দেখতে পেয়ে।	Positive
151	আমার মনে হয় বিসিবির এবার ভালো ভাবে ভাবার সময় হয়েছে খেলোয়াড়দের নিয়ে।	Negative
152	বিপিএলে রাজশাহী ভাল খেলতে পারেনি। এজন্য আমরা সমর্থকরা হতাশ নই।	Positive
153	ফ্ল্যাট উইকেট বানায় দাও তাহলে স্যার মমিনুল আবার সেঞ্চুরী করবে	Negative
154	বুঝতে পারবি পীরবাবা তোর মামা না খালার কোটায় খেলে!	Negative
155	ওদের বলার ১০ উইকেট নিল অথচ আমরা, বিশেষ করে মাসরাফি সেদিন জিতার পর খুব অহংকারি ভাব দেখিয়ছিলো	Negative
156	কি বলেন পাঞ্জাব ছেড়ে দিছে ওকে	Negative
157	মিনুল ছারা সবাই খারাপ খেলছে ।	Positive
158	শুনতে খারাপ লাগলে ও এটা সত্যি যে আমরা এখনো ভাল মানের test playing দেশ হতে পারি নি,,,test e আমরা এখনো primary লেভেলে আছি,,	Negative
159	১৭ বার ১০০ রানের নিচে অলঅাউট হওয়ার রেকর্ড শুধু বাংলাদেশেরই	Negative
160	আর ভারতের ১-২ জন না ওদের বেশ কয়েক জন ম্যাচকে U টার্ণ করানোর ক্ষমতা আছে।	Negative
161	তাদের চর্মরোগ আছে, তবে সেটা চামড়ায় না হয়ে মনে আর মাথায় হয়েছে।	Negative
162	ভাই, জিম্বাবোয়ে কি সিরিজ জিতেছে বাংলাদেশের সাথে? ২০১৮ সিরিজের কথা বলছি ! !	Negative
163	২০৩ রানের ব্যবধানে! চিরপ্রতিদ্বন্দ্বী ভারতের বিপক্ষে ৬৯ রানে অলআউট হয়ে যাওয়াটাও একটা যন্ত্রণা।	Negative
164	প্রথম ইনিংসে ১১০ হলে দ্বিতীয় ইনিংসে ৫৫ অসম্ভব নয়।	Negative
165	রাজজাককে না নিলে তার অভিশাপে হারবে বাংলাদেশ।	Negative
166	বাংলাদেশের উচিত স্বেচ্ছায় জিম্বাবুয়ের মতো টেস্ট ক্রিকেট থেকে নির্বাসনে যাওয়া!ফাইজলামীর একটা লিমিট আছে!	Negative
167	মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,	Negative
168	সকল খেলোয়াড়রা ভাল করুক প্রত্যাশা রইলো।	Positive
169	মিরাজ আর মোসাদ্দেক কে পার্মানেন্টলি পারফর্ম করতে দেয়া উচিত।	Positive
170	বাংলাদেশ দলে এই দুই গদর্বকে কেন টিম সিলেক্ট করে আমার মাথায় আসে না	Negative
171	ওদের রঙ্গনা হেরাত একাই যথেষ্ট।	Negative
172	এই উইকেটেই যদি ম্যাছ বোলিং করত, তখন বুঝতি তোরা কত ধানে কত চাল!	Positive
173	ভারত মানেই খেলার যাদু কর।	Negative
174	নান্নু মার্কা আবাল নির্বাচকের জন্যই সাব্বির মার্কা বোকাচোদা চান্স পায়।দুই ইনিংসে এক রান	Negative
175	র্তমানে যারা জাতীয় দলে আছেন..তাদের হাতে চুড়ি পড়িয়ে বাসায় রান্নার কাজ শিখাতে হবে...	Negative
176	হাতুরে গংরা নিপাত যাক,প্রতিভা মুক্তি পাক।	Negative
177	ছাত্রলীগকে মাঠে নামিয়ে দেওয়া উচিত... রাবনের বংশকে পিটিয়ে একদম তামাতামা করে ছেড়ে দিবে।	Negative
178	আসলেই আমাদের মানুষিকতার পরিবর্তন করতে হবে,	Negative
179	গতিদানব সুজন চাচার মত লিজেন্ড কোচ থাকতে আবার চাই কেন !	Negative
180	আসলেই টাউট,,,,, আদব শেখে নাই কোনদিন।আবার গেন্জির কলার ভাজ না ভেঙে খাড়া করে রাখে, কামের বেলায় নাই	Negative
181	কোহলি ১৬০ অপরাজিত...	Neutral
182	সবই উইকেটের কেরামতি	Negative
183	বাংলাদেশ কেন নিতে পারল না? এটা খতিয়ে দেখা জরুরি	Negative
184	বাংলাদেশ জিতার কথা,এই রান শ্রীলংকা পারার সম্ভাবনা খুবি কম,	Positive
185	সানজামুল কে বাদ দেওয়া হলো দল থেকে।	Negative
186	কোনো অজুহাতে যাব না,,ইন্ডিয়াকে অনেক অনেক অভিনন্দন। তবে এসব ম্যাচে ফাইট না হলে দেখে কোনো মজা নেই	Negative
187	শাহারিয়ার নাফিস কে ও ফেরানো হোক	Neutral
188	যেখানে একটি ভাল কাজ করল।আর সেখানে আপনারা এটির সমালচনা শুরুকরে দিলেন আসলে আপনারা ভালর মাঝেও খারাপ কিছু খুজেন	Positive
189	খেলা নিয়ে নাটক শুরু করেছে।অর্থাৎ বাংলাদেশ আবার পুরনো রূপে ফিরে যাবে।	Negative
190	সেমিতে আমাদের প্রতিপক্ষ ভারত (প্রায় নিশ্চিত)।	Neutral
191	আজকে কেপটাউনে হাইস্কোর হল, আমাদের টারগেট এখন T20 তে নাম্বার ওয়ান হাসিল ক	Neutral
192	SL কি সুন্দর খেলে যাচ্ছে, যেমন বলিং তেমন ব্যাটিং	Positive
193	ফাইনালে লাইফ পেয়েও একই শটে আউট হয়েছে, আজ ও সেইম,	Negative
194	দল হারলেই যতসব আজগুবি কারন বের করতে হবে	Negative
195	তাদের বেতন বন্ধ করা হক!	Negative
196	ইমরুল আমার ছাগল মারকা পেলেয়ার ওকে চিরো দিনের জননো বাদ দেও হোক ইমরুল দলের জননো অভিসা	Negative
197	বিপিএল একটা স্বেচ্ছাচারী প্রতিষ্টান।	Neutral
198	এখন আবার একটা ম্যাচ ভালো না খেলুক তখন আবার জোর গলায় বলবে এই রাজ্জাক কে বাদ দেও খেলতে পারে না	Negative
199	সাব্বির'ই ক্রিকেট বিশ্বের একমাত্র খেলোয়াড় যিনি টি-টুয়েন্টি সিরিজের প্র্যাকটিস করার জন্য টেস্ট ম্যাচে জায়গা পায়॥	Negative
200	রাজ্জাক কে,সবাই ধন্যবাদ দিলেন, আর এই খেলাই,তামিম,মমিনুল,কায়েছ,মুসিকুর তারের কে, কি দেওয়ার উচিত,বলেন	Neutral
201	সুওরের বাচ্চারা	Negative
202	খারাপ খেললে বেতন কাটা উচিত তাহলে টাকার মায়ায় ঠিকই মন দিয়ে খেলবে।	Negative
203	মাহমুদুল্লাহর সে যোগ্যতা নাই। হবেও না।	Negative
204	২০১৫ তে দঃ আফ্রিকাও বৃষ্টিবিঘ্নিত ম্যাচে সেমিতে চোক না করলে অসাধারণ টিম হিসেবেই খেলছিল।	Negative
205	পীর বাবা ম্যাছরাফি তার রিকশা গতির বোলিং স্পিড দিয়ে এই টেস্ট সিরিজে খেলতে চেয়েছিলেন, কিন্তু তার সমকামী প্রেমিকা পাপনের সাথে কোন এক বিষয়ে ঝগড়া হওয়ায় পাপন তাকে এই টেস্টে রাখেনি।.	Negative
206	শ্রীলংকাকে ২২২ রানে অল আউট করার পর, মুখে চওড়া একখান হাসিছিল	Positive
207	ওরা ত ২০০ করছে তোরা ১০০ করতে পারবে না	Negative
208	এই পিচে রান করা টাফ	Negative
209	ভালোবাসি তোমাকে, কখনো তুমি নিজের জন্য খেলোনা ।	Positive
210	সাথে নানু আর সুজন এর পদত্যাগ করা উচিত!	Negative
211	মিঃ ভাওতাবাজিদির কান্ড!	Negative
212	অভিনন্দন লিটন দাশ এবং লিটল মাষ্টার এবং টাইগার বাহিনী	Neutral
213	রাজ্জাক কে একটা সুযোগ দেওয়া উচিৎ বি সি বি	Neutral
214	জিতলে বাংলাদেশ বাংলাদেশ হারলেই ছাগল ভালই শিখছেন।	Negative
215	সাকিব ৬বার ম্যান অব দা ম্যাচ টেস্ট এ।	Positive
216	বিসিবিকে ধন্যবাদ...	Positive
217	১ম দুই ম্যাচ খেলছে...	Negative
218	কিসের পাহাড়??মাত্র ৩৩৯ রান,,,না পারলে পদ্মা সেতুতে লাফ দিয়া মরা উচিৎ	Negative
219	কারন স্কুল ক্রিকেট দূরে থাক জাতীয় দলের জন্য মিরপুর ছাড়া কোনো ভেন্যুই চিনেন না অাপনারা অার ঘরোয়া লীগে পিকনিক করতে বিকেএসপি যা	Negative
220	আফ্তাব আহমেদ, খুব ভাল লাগল। কত্তদিন পরে দেখলাম। ধন্যবাদ প্রথম আলো	Negative
221	রাজ্জাক তুমি তোমার সেরাটা প্রমাণ করে দাও।	Positive
222	ওরা যেভাবে খেলায় উন্নতি করছি কয়দিন পর এশিয়ার মাঝে ২য় পরাশক্তি টিম হবে?	Negative
223	হুজুগে বাঙালি।হালারা তাকে ভাল খেলছে বলে মাথাই নিয়ে নাছবে আবার কয়েকটা খারাপ খেললে মাথা থেকে ফেলে দিবে।	Negative
224	মুশফিক থাকলে ভালো হতো	Positive
225	রাজ্জাক ভাইয়ের সাথে সাথে সিলেকশন কমিটিকেও আন্তরিক ধন্যবাদ, ওনাকে সুযোগ দেওয়ার জন্য।	Positive
226	মিরপুরের এই মাঠ আবারো সংস্কার করা হোক!	Negative
227	আমি অনেক খুশি অবশেষ এক সিনিয়র খেলোয়াড় কে সম্মান করবো বিসিবি।	Positive
228	তাকে আজীবনের জন্যে বাংলাদেশ ক্রিকেকেটের প্রধান কোচের দায়িত্ব দেওয়া হোক	Negative
229	মমিনুলকেই টেস্ট স্কোয়াড থেকে বাদ দিতে চেয়েছিলেন হাতুরি	Negative
230	বাল ছিরু বাল,হরিদাস পাল।।।ওর চাইতে মুস্তাফিজ ভালো ব্যাটসম্যান	Negative
231	আজ আরেকজন হাথুরুর অবহেলার শিকার উচিত জবাব দিচ্ছে। যেমনটি দিয়েছিলো মাহমুদউল্লাহ, মোমিনুল।	Negative
232	কাল লান্চের পর একটু বাথরুমে গেসিলাম।এসে দেখি দুই বেডা কথা কইতাসে মাঠে কোনো খেলোয়াড় নাই।	Negative
233	ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।	Negative
234	পীরবাবা ম্যাছরাফির ঝার-ফুক ছিলো না এই ম্যাচে	Negative
235	রাজ্জাক একলাই তিনটা সাবাস	Positive
236	এদের খেলা দেখা বরযন করতে ছাল নাই কুততা বাগা বাগা নাম	Negative
